ProfileID,DemoID,B5ID,ScenarioID,Version
P329,D21,B09,S5,V2
P323,D21,B03,S5,V2
P333,D21,B13,S5,V2
P330,D21,B10,S5,V2
P331,D21,B11,S5,V3
P324,D21,B04,S5,V3
P328,D21,B08,S5,V3
P332,D21,B12,S5,V3
P326,D21,B06,S5,V4
P322,D21,B02,S5,V4
P335,D21,B15,S5,V4
P325,D21,B05,S5,V4
P342,D22,B06,S5,V1
P340,D22,B04,S5,V1
P348,D22,B12,S5,V1
P338,D22,B02,S5,V1
P351,D22,B15,S5,V2
P347,D22,B11,S5,V2
P352,D22,B16,S5,V2
P339,D22,B03,S5,V2
P337,D22,B01,S5,V3
P344,D22,B08,S5,V3
P350,D22,B14,S5,V3
P345,D22,B09,S5,V3
P346,D22,B10,S5,V4
P349,D22,B13,S5,V4
P343,D22,B07,S5,V4
P341,D22,B05,S5,V4
P362,D23,B10,S5,V1
P358,D23,B06,S5,V1
P354,D23,B02,S5,V1
P360,D23,B08,S5,V1
P359,D23,B07,S5,V2
P366,D23,B14,S5,V2
P353,D23,B01,S5,V2
P365,D23,B13,S5,V2
P367,D23,B15,S5,V3
P355,D23,B03,S5,V3
P368,D23,B16,S5,V3
P356,D23,B04,S5,V3
P357,D23,B05,S5,V4
P364,D23,B12,S5,V4
P363,D23,B11,S5,V4
P361,D23,B09,S5,V4
P377,D24,B09,S5,V1
P370,D24,B02,S5,V1
P376,D24,B08,S5,V1
P384,D24,B16,S5,V1
P379,D24,B11,S5,V2
P381,D24,B13,S5,V2
P369,D24,B01,S5,V2
P383,D24,B15,S5,V2
P382,D24,B14,S5,V3
P378,D24,B10,S5,V3
P375,D24,B07,S5,V3
P372,D24,B04,S5,V3
P373,D24,B05,S5,V4
P371,D24,B03,S5,V4
P374,D24,B06,S5,V4
P380,D24,B12,S5,V4
